brand,region,event_type,start_date,sell_through_pct,units_sold,pitch_hz,volume,instrument
Estée Lauder,Latin America,Standalone Pop-Up,2024-03-27,93.71,1669,435.7798165137615,0.03461036134087941,sawtooth
Estée Lauder,Latin America,Mall Kiosk,2024-03-30,68.48,1523,415.6880733944954,0.031780583369612536,sawtooth
Estée Lauder,Europe,Mall Kiosk,2024-03-31,61.17,2538,555.3669724770642,0.22094035698737483,sawtooth
Estée Lauder,North America,Shop-in-Shop,2024-03-31,50.44,2296,522.0642201834862,0.05267740531127558,sawtooth
Estée Lauder,Asia-Pacific,Mall Kiosk,2024-04-14,76.42,564,283.7155963302752,0.37701349586417066,sawtooth
Estée Lauder,Asia-Pacific,Standalone Pop-Up,2024-04-27,65.79,1358,392.98165137614683,0.17283413147583804,sawtooth
Estée Lauder,Latin America,Mall Kiosk,2024-05-11,53.81,1334,389.6788990825688,0.00522420548541576,sawtooth
Estée Lauder,Europe,Standalone Pop-Up,2024-05-17,72.17,3547,694.2201834862385,0.48171528080104487,sawtooth
Estée Lauder,Asia-Pacific,Mall Kiosk,2024-05-24,81.53,2083,492.7522935779817,0.31867653461036133,sawtooth
Estée Lauder,Asia-Pacific,Mobile Pop-Up Truck,2024-05-29,73.42,279,244.4954128440367,0.39268611232041795,sawtooth
Estée Lauder,Latin America,Mobile Pop-Up Truck,2024-06-11,60.02,1458,406.74311926605503,0.2566390944710492,sawtooth
Estée Lauder,Europe,Standalone Pop-Up,2024-06-15,51.84,2154,502.5229357798165,0.15150195907705702,sawtooth
Estée Lauder,North America,Shop-in-Shop,2024-06-17,100.0,3657,709.3577981651376,0.32716586852416196,sawtooth
Estée Lauder,Europe,Mobile Pop-Up Truck,2024-06-20,61.37,1201,371.3761467889908,0.5346103613408794,sawtooth
Estée Lauder,Middle East,Mall Kiosk,2024-06-24,58.96,1981,478.7155963302752,0.16978667827601218,sawtooth
Estée Lauder,Europe,Flash Event,2024-07-05,61.17,1054,351.1467889908257,0.20178493687418372,sawtooth
Estée Lauder,Asia-Pacific,Flash Event,2024-07-07,63.1,1749,446.7889908256881,0.15128428384849804,sawtooth
Estée Lauder,Asia-Pacific,Mobile Pop-Up Truck,2024-07-10,68.91,3032,623.3486238532109,0.2792773182411842,sawtooth
Estée Lauder,Middle East,Mall Kiosk,2024-07-12,100.0,4834,871.3302752293578,0.39225076186329993,sawtooth
Estée Lauder,Middle East,Mobile Pop-Up Truck,2024-07-14,67.88,1551,419.5412844036697,0.7146277753591641,sawtooth
Estée Lauder,North America,Mall Kiosk,2024-07-18,87.7,4221,786.9724770642202,0.5811928602525033,sawtooth
Estée Lauder,Asia-Pacific,Flash Event,2024-07-18,68.46,2516,552.3394495412845,0.3711362646930779,sawtooth
Estée Lauder,Latin America,Standalone Pop-Up,2024-07-23,63.38,547,281.3761467889908,0.4286025250326513,sawtooth
Estée Lauder,North America,Mobile Pop-Up Truck,2024-07-30,89.71,4212,785.7339449541284,0.7977797126686983,sawtooth
Estée Lauder,Europe,Mall Kiosk,2024-08-04,89.84,1609,427.5229357798165,0.566608619939051,sawtooth
Estée Lauder,Asia-Pacific,Flash Event,2024-08-06,91.98,2959,613.3027522935779,0.29386155855463647,sawtooth
Estée Lauder,Europe,Mall Kiosk,2024-08-19,61.22,2576,560.5963302752293,0.08336961253809316,sawtooth
Estée Lauder,Latin America,Mobile Pop-Up Truck,2024-08-25,55.5,1534,417.20183486238534,0.22681758815846756,sawtooth
Estée Lauder,Middle East,Mall Kiosk,2024-08-26,69.68,331,251.651376146789,0.26186329995646496,sawtooth
Estée Lauder,Middle East,Mobile Pop-Up Truck,2024-08-28,63.65,2641,569.5412844036697,0.5028297779712668,sawtooth
Estée Lauder,Latin America,Mall Kiosk,2024-08-29,68.93,3020,621.6972477064221,0.08249891162385721,sawtooth
Estée Lauder,Latin America,Shop-in-Shop,2024-08-30,70.31,1681,437.43119266055044,0.2914671310404876,sawtooth
Estée Lauder,Asia-Pacific,Mall Kiosk,2024-09-02,77.27,204,234.1743119266055,0.3215063125816282,sawtooth
Estée Lauder,Latin America,Flash Event,2024-09-03,73.42,1149,364.2201834862385,0.20570309098824555,sawtooth
Estée Lauder,Asia-Pacific,Shop-in-Shop,2024-09-11,57.5,2327,526.3302752293578,0.2564214192424902,sawtooth
Estée Lauder,Asia-Pacific,Mall Kiosk,2024-09-12,49.04,1755,447.6146788990826,0.12451023073574227,sawtooth
Estée Lauder,Latin America,Standalone Pop-Up,2024-09-17,53.0,1324,388.302752293578,0.09381802350892468,sawtooth
Estée Lauder,Europe,Mobile Pop-Up Truck,2024-09-19,60.97,2262,517.3853211009175,0.20417936438833262,sawtooth
Estée Lauder,Europe,Shop-in-Shop,2024-09-24,90.09,1463,407.43119266055044,0.173922507618633,sawtooth
Estée Lauder,Europe,Mobile Pop-Up Truck,2024-09-28,81.79,620,291.42201834862385,0.18350021767522856,sawtooth
Estée Lauder,Latin America,Standalone Pop-Up,2024-10-02,93.47,1560,420.7798165137615,0.2046147148454506,sawtooth
Estée Lauder,North America,Shop-in-Shop,2024-10-04,73.43,387,259.35779816513764,0.25533304309969523,sawtooth
Estée Lauder,Middle East,Standalone Pop-Up,2024-10-06,53.19,583,286.33027522935777,0.04266434479756204,sawtooth
Estée Lauder,Europe,Shop-in-Shop,2024-10-10,81.41,1541,418.1651376146789,0.2085328689595124,sawtooth
Estée Lauder,Middle East,Shop-in-Shop,2024-10-11,85.86,2076,491.7889908256881,0.11645624727905965,sawtooth
Estée Lauder,North America,Standalone Pop-Up,2024-10-11,89.83,3805,729.7247706422017,0.37636047017849367,sawtooth
Estée Lauder,Europe,Standalone Pop-Up,2024-11-05,70.52,1689,438.5321100917431,0.4606007836308228,sawtooth
Estée Lauder,Latin America,Shop-in-Shop,2024-11-13,53.6,1324,388.302752293578,0.07945145842403134,sawtooth
Estée Lauder,Europe,Flash Event,2024-11-18,86.16,3474,684.1743119266055,0.4680017414018285,sawtooth
Estée Lauder,Asia-Pacific,Shop-in-Shop,2024-11-21,68.28,2553,557.4311926605504,0.20047888550282977,sawtooth
Estée Lauder,Middle East,Flash Event,2024-11-30,80.85,2622,566.9266055045871,0.015019590770570308,sawtooth
Estée Lauder,Europe,Mall Kiosk,2024-12-04,74.63,747,308.89908256880733,0.4081410535481062,sawtooth
Estée Lauder,Latin America,Flash Event,2024-12-05,87.5,245,239.8165137614679,0.10927296473661298,sawtooth
Estée Lauder,Middle East,Flash Event,2024-12-07,94.84,4409,812.8440366972477,0.9063996517196343,sawtooth
Estée Lauder,Latin America,Standalone Pop-Up,2024-12-12,50.91,1202,371.51376146788994,0.6980844579886809,sawtooth
Estée Lauder,Latin America,Flash Event,2024-12-26,69.25,2173,505.13761467889907,0.21136264693077927,sawtooth
Estée Lauder,North America,Mall Kiosk,2025-01-14,97.6,244,239.67889908256882,0.41989551589029167,sawtooth
Estée Lauder,Europe,Mall Kiosk,2025-02-03,65.22,2035,486.14678899082566,0.38985633434915107,sawtooth
Estée Lauder,Europe,Flash Event,2025-02-11,97.42,1359,393.11926605504584,0.14714845450587724,sawtooth
Estée Lauder,Middle East,Standalone Pop-Up,2025-02-15,80.94,3436,678.9449541284404,0.4521114497170222,sawtooth
Estée Lauder,Middle East,Standalone Pop-Up,2025-02-21,64.41,1151,364.4954128440367,0.4973878972572921,sawtooth
Estée Lauder,Europe,Shop-in-Shop,2025-02-26,96.23,2653,571.1926605504588,0.326948193295603,sawtooth
Estée Lauder,Middle East,Mobile Pop-Up Truck,2025-03-16,67.39,1364,393.80733944954125,0.2805833696125381,sawtooth
Estée Lauder,Middle East,Standalone Pop-Up,2025-03-16,90.88,2602,564.1743119266055,0.2694819329560296,sawtooth
Estée Lauder,Asia-Pacific,Mall Kiosk,2025-03-25,69.25,2865,600.3669724770642,0.05724858511101437,sawtooth
Estée Lauder,Latin America,Mall Kiosk,2025-04-04,43.17,1671,436.0550458715596,0.25990422289943405,sawtooth
Estée Lauder,Europe,Mobile Pop-Up Truck,2025-04-07,71.08,1411,400.27522935779814,0.056595559425337394,sawtooth
Estée Lauder,Asia-Pacific,Mobile Pop-Up Truck,2025-04-11,88.87,3483,685.4128440366973,0.4510230735742273,sawtooth
Estée Lauder,Asia-Pacific,Flash Event,2025-04-11,63.71,518,277.38532110091745,0.6454070526774053,sawtooth
Estée Lauder,Asia-Pacific,Mall Kiosk,2025-04-20,78.69,2035,486.14678899082566,0.3302133217239878,sawtooth
Estée Lauder,Asia-Pacific,Flash Event,2025-04-22,59.95,2142,500.8715596330275,0.02329124945581193,sawtooth
Estée Lauder,Europe,Shop-in-Shop,2025-04-25,88.4,1402,399.03669724770646,0.1610796691336526,sawtooth
Estée Lauder,North America,Standalone Pop-Up,2025-05-03,71.52,1803,454.2201834862385,0.08728776665215499,sawtooth
Estée Lauder,Latin America,Mobile Pop-Up Truck,2025-05-26,59.55,2441,542.0183486238532,0.1388767958206356,sawtooth
Estée Lauder,Latin America,Mobile Pop-Up Truck,2025-06-05,99.08,1939,472.93577981651373,0.10927296473661298,sawtooth
Estée Lauder,North America,Flash Event,2025-06-06,88.29,1916,469.7706422018349,0.00500653025685677,sawtooth
Estée Lauder,Middle East,Shop-in-Shop,2025-06-23,81.48,2997,618.5321100917431,0.23530692207226817,sawtooth
Estée Lauder,Europe,Mall Kiosk,2025-06-26,79.5,3350,667.1100917431193,0.07683935568132347,sawtooth
Estée Lauder,Europe,Standalone Pop-Up,2025-06-27,96.8,3876,739.4954128440367,0.11449717022202874,sawtooth
Estée Lauder,North America,Standalone Pop-Up,2025-07-11,75.13,1948,474.1743119266055,0.4196778406617327,sawtooth
Fenty Beauty,Europe,Standalone Pop-Up,2024-02-19,59.93,2795,590.7339449541284,0.0,square
Fenty Beauty,Latin America,Mall Kiosk,2024-02-21,92.89,1830,457.9357798165138,0.21005659555942532,square
Fenty Beauty,Europe,Mall Kiosk,2024-02-27,47.43,802,316.4678899082569,0.2237701349586417,square
Fenty Beauty,Asia-Pacific,Shop-in-Shop,2024-03-05,42.4,1149,364.2201834862385,0.07553330430996953,square
Fenty Beauty,Latin America,Standalone Pop-Up,2024-03-14,54.94,2656,571.605504587156,0.32803656943839793,square
Fenty Beauty,North America,Shop-in-Shop,2024-03-16,83.85,1158,365.4587155963303,0.326077492381367,square
Fenty Beauty,Latin America,Shop-in-Shop,2024-04-01,76.19,2042,487.11009174311926,0.19242490204614715,square
Fenty Beauty,Middle East,Standalone Pop-Up,2024-04-05,48.85,720,305.1834862385321,0.28776665215498476,square
Fenty Beauty,Europe,Mall Kiosk,2024-04-12,63.07,2487,548.3486238532109,0.3846321288637353,square
Fenty Beauty,Asia-Pacific,Standalone Pop-Up,2024-04-19,71.08,3520,690.5045871559632,0.22485851110143665,square
Fenty Beauty,Europe,Mobile Pop-Up Truck,2024-05-15,94.23,2449,543.1192660550458,0.23313016978667828,square
Fenty Beauty,Middle East,Mall Kiosk,2024-05-24,88.84,2109,496.3302752293578,0.07400957771005659,square
Fenty Beauty,North America,Mobile Pop-Up Truck,2024-06-05,66.61,1674,436.4678899082569,0.09468872442316065,square
Fenty Beauty,Middle East,Standalone Pop-Up,2024-06-12,85.82,3334,664.9082568807339,0.36134087940792337,square
Fenty Beauty,Middle East,Mobile Pop-Up Truck,2024-07-04,90.14,192,232.52293577981652,0.6839355681323466,square
Fenty Beauty,Asia-Pacific,Shop-in-Shop,2024-07-11,73.66,3034,623.6238532110092,0.6186329995646496,square
Fenty Beauty,Europe,Mobile Pop-Up Truck,2024-07-11,66.97,2437,541.4678899082569,0.12995211144971702,square
Fenty Beauty,North America,Shop-in-Shop,2024-07-15,89.66,954,337.38532110091745,0.32281236395298213,square
Fenty Beauty,North America,Mall Kiosk,2024-07-16,53.74,2287,520.8256880733945,0.2901610796691336,square
Fenty Beauty,Latin America,Mall Kiosk,2024-07-18,60.55,551,281.92660550458714,0.3778841967784066,square
Fenty Beauty,Latin America,Standalone Pop-Up,2024-07-24,71.92,1442,404.5412844036697,0.19394862864606008,square
Fenty Beauty,Latin America,Mobile Pop-Up Truck,2024-07-26,89.2,3362,668.7614678899083,0.41793643883326076,square
Fenty Beauty,Europe,Flash Event,2024-07-29,66.86,934,334.6330275229358,0.5285154549412276,square
Fenty Beauty,Europe,Mobile Pop-Up Truck,2024-07-29,78.58,796,315.64220183486236,0.030039181541140617,square
Fenty Beauty,North America,Standalone Pop-Up,2024-08-03,74.16,746,308.76146788990826,0.0108837614279495,square
Fenty Beauty,Latin America,Flash Event,2024-08-07,68.78,1615,428.34862385321105,0.1891597736177623,square
Fenty Beauty,North America,Mall Kiosk,2024-08-07,88.9,2042,487.11009174311926,0.09294732259468873,square
Fenty Beauty,North America,Shop-in-Shop,2024-08-08,56.38,411,262.6605504587156,0.3550282977797127,square
Fenty Beauty,North America,Standalone Pop-Up,2024-08-08,63.24,387,259.35779816513764,0.00522420548541576,square
Fenty Beauty,Asia-Pacific,Standalone Pop-Up,2024-08-20,46.03,795,315.5045871559633,0.08881149325206791,square
Fenty Beauty,Asia-Pacific,Shop-in-Shop,2024-08-26,90.42,1596,425.73394495412845,0.174357858075751,square
Fenty Beauty,Latin America,Mall Kiosk,2024-08-30,80.27,2624,567.2018348623853,0.2237701349586417,square
Fenty Beauty,Latin America,Shop-in-Shop,2024-08-31,84.7,1174,367.6605504587156,0.3156290814105355,square
Fenty Beauty,Europe,Flash Event,2024-09-07,95.55,3090,631.3302752293578,0.4170657379190248,square
Fenty Beauty,Middle East,Flash Event,2024-09-09,93.27,3006,619.7706422018349,0.01828471919895516,square
Fenty Beauty,Latin America,Flash Event,2024-09-09,89.34,570,284.5412844036697,0.5302568567696996,square
Fenty Beauty,Asia-Pacific,Flash Event,2024-09-10,88.07,2524,553.440366972477,0.42533739660426645,square
Fenty Beauty,Middle East,Shop-in-Shop,2024-09-26,43.63,1292,383.89908256880733,0.26817588158467565,square
Fenty Beauty,Europe,Standalone Pop-Up,2024-10-08,83.06,2986,617.0183486238532,0.36874183717892905,square
Fenty Beauty,North America,Mobile Pop-Up Truck,2024-10-18,94.65,3488,686.1009174311927,0.10927296473661298,square
Fenty Beauty,Asia-Pacific,Flash Event,2024-10-25,85.15,1565,421.4678899082569,0.41858946451893775,square
Fenty Beauty,Middle East,Mall Kiosk,2024-11-03,87.36,2150,501.9724770642202,0.12734000870700915,square
Fenty Beauty,Latin America,Mobile Pop-Up Truck,2024-11-12,60.49,1923,470.73394495412845,0.049412276882890724,square
Fenty Beauty,North America,Mall Kiosk,2024-11-13,100.0,844,322.2477064220184,0.2348715716151502,square
Fenty Beauty,Europe,Mall Kiosk,2024-11-29,51.56,1703,440.4587155963303,0.1869830213321724,square
Fenty Beauty,Middle East,Flash Event,2024-11-29,84.29,2655,571.4678899082569,0.20722681758815847,square
Fenty Beauty,Asia-Pacific,Standalone Pop-Up,2024-11-29,64.66,2002,481.60550458715596,0.14214192424902047,square
Fenty Beauty,Asia-Pacific,Flash Event,2024-12-01,54.53,349,254.12844036697248,0.35981715280801047,square
Fenty Beauty,Middle East,Shop-in-Shop,2024-12-12,82.89,1080,354.72477064220186,0.1591205920766217,square
Fenty Beauty,Europe,Standalone Pop-Up,2024-12-14,80.4,3843,734.954128440367,0.6014366565084893,square
Fenty Beauty,Asia-Pacific,Standalone Pop-Up,2024-12-30,55.43,342,253.16513761467888,0.7620809751850239,square
Fenty Beauty,Latin America,Flash Event,2025-01-10,95.71,1138,362.70642201834863,0.17326948193295602,square
Fenty Beauty,Asia-Pacific,Mall Kiosk,2025-01-10,85.57,1417,401.10091743119267,0.06073138876795821,square
Fenty Beauty,Europe,Shop-in-Shop,2025-01-14,65.52,1701,440.18348623853205,0.06181976491075316,square
Fenty Beauty,Europe,Mobile Pop-Up Truck,2025-01-16,55.98,669,298.1651376146789,0.22464083587287767,square
Fenty Beauty,Asia-Pacific,Flash Event,2025-01-18,96.36,1245,377.43119266055044,0.12538093164997824,square
Fenty Beauty,Middle East,Standalone Pop-Up,2025-01-25,55.79,1426,402.33944954128435,0.03939921636917719,square
Fenty Beauty,North America,Mobile Pop-Up Truck,2025-01-25,68.69,816,318.39449541284404,0.1327818894209839,square
Fenty Beauty,Middle East,Mall Kiosk,2025-02-19,64.91,642,294.44954128440367,0.037875489769264255,square
Fenty Beauty,Latin America,Shop-in-Shop,2025-03-06,75.61,840,321.697247706422,0.04309969525468002,square
Fenty Beauty,Asia-Pacific,Flash Event,2025-03-07,89.54,334,252.06422018348624,0.11014366565084893,square
Fenty Beauty,Asia-Pacific,Standalone Pop-Up,2025-03-13,81.02,2574,560.3211009174312,0.48759251197213754,square
Fenty Beauty,Latin America,Standalone Pop-Up,2025-03-22,52.81,1240,376.74311926605503,0.29037875489769266,square
Fenty Beauty,North America,Shop-in-Shop,2025-03-25,75.54,451,268.1651376146789,0.1717457553330431,square
Fenty Beauty,Middle East,Flash Event,2025-04-05,95.62,896,329.4036697247706,0.09686547670875055,square
Fenty Beauty,North America,Mobile Pop-Up Truck,2025-04-11,67.56,1995,480.6422018348624,0.23922507618633,square
Fenty Beauty,Asia-Pacific,Mobile Pop-Up Truck,2025-04-11,92.89,4413,813.3944954128441,0.5263387026556378,square
Fenty Beauty,Asia-Pacific,Flash Event,2025-04-12,82.07,2654,571.3302752293578,0.3828907270352634,square
Fenty Beauty,Europe,Flash Event,2025-04-22,74.03,2894,604.3577981651376,0.052242054854157595,square
Fenty Beauty,Latin America,Flash Event,2025-04-25,90.21,553,282.20183486238534,0.5095777100565956,square
Fenty Beauty,Middle East,Flash Event,2025-05-05,55.11,442,266.92660550458714,0.02416195037004789,square
Fenty Beauty,Latin America,Flash Event,2025-05-08,86.71,3752,722.4311926605504,0.7205050065302568,square
Fenty Beauty,Asia-Pacific,Standalone Pop-Up,2025-05-09,70.16,1815,455.8715596330275,0.4216369177187636,square
Fenty Beauty,Asia-Pacific,Shop-in-Shop,2025-05-10,72.59,866,325.27522935779814,0.20657379190248149,square
Fenty Beauty,Middle East,Flash Event,2025-06-19,75.84,1155,365.04587155963304,0.06290814105354811,square
Fenty Beauty,Middle East,Shop-in-Shop,2025-07-11,89.84,230,237.75229357798165,0.20134958641706574,square
Fenty Beauty,North America,Flash Event,2025-07-19,89.11,3421,676.880733944954,0.694601654331737,square
Fenty Beauty,Latin America,Mobile Pop-Up Truck,2025-08-06,77.95,3475,684.3119266055046,0.011754462342185459,square
Givenchy Beauty,Europe,Shop-in-Shop,2024-02-22,87.37,671,298.4403669724771,0.0,square
Givenchy Beauty,North America,Mobile Pop-Up Truck,2024-02-24,79.35,3420,676.743119266055,0.5983892033086635,square
Givenchy Beauty,Europe,Standalone Pop-Up,2024-03-01,67.56,1926,471.1467889908257,0.32520679146713105,square
Givenchy Beauty,Asia-Pacific,Mobile Pop-Up Truck,2024-03-07,87.03,3309,661.4678899082569,0.3010448410970831,square
Givenchy Beauty,Asia-Pacific,Mall Kiosk,2024-03-09,77.43,2422,539.4036697247707,0.1930779277318241,square
Givenchy Beauty,Middle East,Mobile Pop-Up Truck,2024-03-16,68.78,943,335.8715596330275,0.3219416630387462,square
Givenchy Beauty,Latin America,Shop-in-Shop,2024-03-27,61.69,673,298.7155963302752,0.0587723117109273,square
Givenchy Beauty,Middle East,Flash Event,2024-04-03,60.75,1608,427.3853211009174,0.20352633870265563,square
Givenchy Beauty,Latin America,Standalone Pop-Up,2024-04-04,60.89,2939,610.5504587155963,0.28972572921201567,square
Givenchy Beauty,Asia-Pacific,Mobile Pop-Up Truck,2024-04-04,96.63,1863,462.4770642201835,0.23421854592947322,square
Givenchy Beauty,Middle East,Shop-in-Shop,2024-04-09,47.81,218,236.10091743119267,0.35807575097953853,square
Givenchy Beauty,North America,Shop-in-Shop,2024-04-29,64.04,472,271.0550458715596,0.05528950805398346,square
Givenchy Beauty,Latin America,Shop-in-Shop,2024-05-08,61.15,2894,604.3577981651376,0.5272094035698738,square
Givenchy Beauty,Middle East,Standalone Pop-Up,2024-05-27,92.27,3676,711.9724770642201,0.17022202873313017,square
Givenchy Beauty,Latin America,Mall Kiosk,2024-06-02,60.4,2137,500.1834862385321,0.3350021767522856,square
Givenchy Beauty,Asia-Pacific,Mobile Pop-Up Truck,2024-06-06,64.53,282,244.90825688073394,0.4037875489769264,square
Givenchy Beauty,North America,Shop-in-Shop,2024-06-08,55.39,2020,484.08256880733944,0.3783195472355246,square
Givenchy Beauty,Middle East,Mobile Pop-Up Truck,2024-06-08,87.45,3163,641.3761467889908,0.24880278624292557,square
Givenchy Beauty,Asia-Pacific,Flash Event,2024-06-23,70.36,2668,573.256880733945,0.10774923813670004,square
Givenchy Beauty,Middle East,Mall Kiosk,2024-07-04,95.74,853,323.48623853211006,0.3950805398345668,square
Givenchy Beauty,Latin America,Shop-in-Shop,2024-07-13,77.68,1072,353.6238532110092,0.047670875054418804,square
Givenchy Beauty,Latin America,Mobile Pop-Up Truck,2024-07-13,57.5,2526,553.7155963302753,0.31649978232477144,square
Givenchy Beauty,Europe,Flash Event,2024-07-14,93.19,4121,773.2110091743119,0.34719198955158903,square
Givenchy Beauty,Europe,Mall Kiosk,2024-07-14,69.88,1246,377.56880733944956,0.6258162821070962,square
Givenchy Beauty,North America,Shop-in-Shop,2024-07-17,65.46,1996,480.7798165137615,0.1632564214192425,square
Givenchy Beauty,Middle East,Standalone Pop-Up,2024-07-22,91.54,2694,576.8348623853211,0.151937309534175,square
Givenchy Beauty,Asia-Pacific,Flash Event,2024-08-02,95.63,2209,510.091743119266,0.10557248585111015,square
Givenchy Beauty,Middle East,Shop-in-Shop,2024-08-03,83.78,3069,628.440366972477,0.18720069656073138,square
Givenchy Beauty,Asia-Pacific,Flash Event,2024-08-20,78.63,1575,422.8440366972477,0.32520679146713105,square
Givenchy Beauty,Middle East,Mall Kiosk,2024-08-21,56.99,1919,470.1834862385321,0.07488027862429256,square
Givenchy Beauty,Europe,Mobile Pop-Up Truck,2024-08-31,85.48,3867,738.256880733945,0.42403134523291247,square
Givenchy Beauty,Asia-Pacific,Standalone Pop-Up,2024-08-31,72.1,2434,541.0550458715596,0.3119286025250326,square
Givenchy Beauty,North America,Standalone Pop-Up,2024-09-07,57.42,1095,356.7889908256881,0.2914671310404876,square
Givenchy Beauty,Middle East,Standalone Pop-Up,2024-09-09,60.53,595,287.9816513761468,0.108837614279495,square
Givenchy Beauty,Middle East,Flash Event,2024-09-17,59.39,1508,413.6238532110092,0.19873748367435787,square
Givenchy Beauty,North America,Mall Kiosk,2024-09-23,53.5,2180,506.10091743119267,0.14627775359164127,square
Givenchy Beauty,North America,Flash Event,2024-09-24,59.85,1580,423.5321100917431,0.13060513713539398,square
Givenchy Beauty,Middle East,Flash Event,2024-09-26,76.54,2903,605.5963302752293,0.28798432738354374,square
Givenchy Beauty,Latin America,Flash Event,2024-10-04,90.84,4361,806.2385321100918,0.3173704832390074,square
Givenchy Beauty,Asia-Pacific,Flash Event,2024-10-14,89.67,3896,742.2477064220184,0.10121898127993034,square
Givenchy Beauty,Asia-Pacific,Mall Kiosk,2024-10-24,66.27,1495,411.8348623853211,0.5226382237701349,square
Givenchy Beauty,Latin America,Mall Kiosk,2024-10-29,87.26,3994,755.7339449541284,0.543970396168916,square
Givenchy Beauty,North America,Mobile Pop-Up Truck,2024-10-31,59.89,736,307.3853211009174,0.7091858946451893,square
Givenchy Beauty,North America,Mobile Pop-Up Truck,2024-11-08,80.31,3830,733.1651376146789,0.673487157161515,square
Givenchy Beauty,Latin America,Flash Event,2024-11-11,73.96,730,306.5596330275229,0.674793208532869,square
Givenchy Beauty,Middle East,Mobile Pop-Up Truck,2024-11-21,98.6,4634,843.8073394495412,0.8498040922942969,square
Givenchy Beauty,Asia-Pacific,Mobile Pop-Up Truck,2024-11-25,91.72,4552,832.5229357798165,0.01784936874183718,square
Givenchy Beauty,Middle East,Mall Kiosk,2024-12-12,62.61,216,235.8256880733945,0.9438397910317806,square
Givenchy Beauty,Middle East,Mall Kiosk,2024-12-15,81.61,1220,373.9908256880734,0.21854592947322596,square
Givenchy Beauty,North America,Mall Kiosk,2024-12-15,60.28,1839,459.17431192660547,0.1347409664780148,square
Givenchy Beauty,Asia-Pacific,Standalone Pop-Up,2024-12-18,53.66,652,295.82568807339453,0.2583804962995211,square
Givenchy Beauty,North America,Shop-in-Shop,2024-12-22,75.11,2770,587.2935779816514,0.4610361340879408,square
Givenchy Beauty,Latin America,Mall Kiosk,2024-12-24,43.35,1066,352.79816513761466,0.37091858946451894,square
Givenchy Beauty,Middle East,Flash Event,2025-01-04,88.91,1154,364.9082568807339,0.01915542011319112,square
Givenchy Beauty,Latin America,Mall Kiosk,2025-01-05,57.43,2839,596.7889908256881,0.36678276012189814,square
Givenchy Beauty,Asia-Pacific,Shop-in-Shop,2025-01-08,57.47,1192,370.13761467889907,0.3585111014366565,square
Givenchy Beauty,Europe,Standalone Pop-Up,2025-01-14,67.1,777,313.0275229357798,0.09033521985198084,square
Givenchy Beauty,North America,Standalone Pop-Up,2025-01-14,79.3,793,315.22935779816515,0.0034828036569438396,square
Givenchy Beauty,Latin America,Standalone Pop-Up,2025-01-20,92.9,4550,832.2477064220184,0.8178058336961254,square
Givenchy Beauty,Middle East,Standalone Pop-Up,2025-01-29,76.77,1140,362.98165137614683,0.7422725293861558,square
Givenchy Beauty,Asia-Pacific,Mobile Pop-Up Truck,2025-01-30,63.48,1858,461.7889908256881,0.1562908141053548,square
Givenchy Beauty,North America,Shop-in-Shop,2025-01-30,53.27,1842,459.58715596330273,0.0034828036569438396,square
Givenchy Beauty,Latin America,Shop-in-Shop,2025-02-05,53.78,954,337.38532110091745,0.19329560296038312,square
Givenchy Beauty,Europe,Mall Kiosk,2025-02-09,57.73,489,273.39449541284404,0.10121898127993034,square
Givenchy Beauty,Middle East,Mall Kiosk,2025-02-16,85.09,1592,425.1834862385321,0.24009577710056595,square
Givenchy Beauty,Asia-Pacific,Shop-in-Shop,2025-03-30,67.01,3071,628.7155963302753,0.3219416630387462,square
Givenchy Beauty,Europe,Flash Event,2025-03-31,60.95,526,278.48623853211006,0.5539834566826295,square
Givenchy Beauty,Latin America,Flash Event,2025-04-13,49.99,2052,488.48623853211006,0.33217239878101873,square
Givenchy Beauty,North America,Standalone Pop-Up,2025-04-19,85.76,283,245.04587155963304,0.3850674793208533,square
Givenchy Beauty,Europe,Mobile Pop-Up Truck,2025-04-20,51.52,2028,485.1834862385321,0.37984327383543753,square
Givenchy Beauty,Middle East,Standalone Pop-Up,2025-04-22,50.32,775,312.7522935779816,0.27274706138441446,square
Givenchy Beauty,Europe,Flash Event,2025-04-24,61.64,2478,547.1100917431193,0.37070091423595997,square
Givenchy Beauty,Asia-Pacific,Flash Event,2025-04-26,75.63,2905,605.8715596330276,0.09294732259468873,square
Givenchy Beauty,Middle East,Mall Kiosk,2025-04-28,82.3,3083,630.3669724770642,0.038746190683500215,square
Givenchy Beauty,Asia-Pacific,Shop-in-Shop,2025-05-07,60.72,926,333.5321100917431,0.4695254680017414,square
Givenchy Beauty,Latin America,Mobile Pop-Up Truck,2025-05-12,71.9,197,233.21100917431193,0.1586852416195037,square
Givenchy Beauty,North America,Mobile Pop-Up Truck,2025-06-02,62.77,2671,573.6697247706422,0.5385285154549412,square
Givenchy Beauty,Middle East,Shop-in-Shop,2025-06-08,84.08,1495,411.8348623853211,0.2559860687853722,square
Givenchy Beauty,Middle East,Flash Event,2025-06-08,87.08,3242,652.2477064220184,0.3802786242925555,square
Givenchy Beauty,Latin America,Flash Event,2025-06-11,80.28,232,238.0275229357798,0.6552024379625598,square
Givenchy Beauty,Middle East,Standalone Pop-Up,2025-06-15,89.18,2185,506.7889908256881,0.42511972137570747,square
Givenchy Beauty,Europe,Shop-in-Shop,2025-06-22,76.09,3351,667.2477064220184,0.25380931649978233,square
